timestamp,phase,response_time_ms,http_status,cameras_online,cam_01_fps,cam_01_latency,cam_02_fps,cam_02_latency,cam_03_fps,cam_03_latency,avg_fps,avg_latency,success
2026-02-04T15:18:29.293863,recovery,30.25,200,3,23.24,109.77,18.28,119.89,24.33,40.29,21.95,89.98,True
2026-02-04T15:18:30.329619,recovery,21.07,200,3,22.15,109.77,17.14,119.89,21.77,40.29,20.35,89.98,True
2026-02-04T15:18:31.354054,recovery,19.77,200,3,21.14,109.77,16.67,119.89,23.37,40.29,20.39,89.98,True
2026-02-04T15:18:32.378458,recovery,19.36,200,3,21.41,109.77,17.68,119.89,21.72,40.29,20.27,89.98,True
2026-02-04T15:18:33.403379,recovery,61.96,200,3,22.01,109.77,16.86,119.89,21.97,40.29,20.28,89.98,True
2026-02-04T15:18:34.467090,recovery,12.74,200,3,22.36,109.77,17.72,119.89,21.36,40.29,20.48,89.98,True
2026-02-04T15:18:35.483347,recovery,36.27,200,3,22.15,109.77,17.23,119.89,21.31,40.29,20.23,89.98,True
2026-02-04T15:18:36.524058,recovery,18.47,200,3,21.0,109.77,17.91,119.89,21.87,40.29,20.26,89.98,True
2026-02-04T15:18:37.548021,recovery,18.94,200,3,20.92,109.77,17.74,119.89,20.61,40.29,19.76,89.98,True
2026-02-04T15:18:38.572351,recovery,19.69,200,3,21.56,109.77,17.13,119.89,21.27,40.29,19.99,89.98,True
